purchase_order_id,inventory_id,cantidad,precio_unitario,descuento
959,12996,75,152,0.2
257,12997,83,727,0.1
917,12998,47,905,0.4
831,12999,84,403,0.2
376,13000,94,765,0.2
156,13001,58,204,0.3
230,13002,14,746,0.1
714,13003,32,890,0.1
863,13004,81,205,0.4
696,13005,77,19,0
847,13006,43,860,0
813,13007,32,348,0.2
397,13008,35,749,0.2
273,13009,70,878,0.3
21,13010,44,812,0.1
483,13011,67,767,0.3
304,13012,49,39,0.4
384,13013,45,871,0
991,13014,79,743,0
395,13015,13,723,0.4
948,13016,33,899,0.2
306,13017,33,605,0.3
377,13018,64,68,0
48,13019,51,468,0.4
448,13020,5,607,0
657,13021,94,666,0
998,13022,34,288,0.2
21,13023,65,842,0.3
645,13024,7,167,0.1
170,13025,18,353,0.2
74,13026,35,158,0.3
888,13027,73,216,0
54,13028,92,588,0.1
727,13029,22,43,0.1
905,13030,83,725,0.1
895,13031,86,707,0
904,13032,80,330,0.4
637,13033,18,111,0
743,13034,50,17,0.1
241,13035,13,911,0.4
842,13036,68,331,0.4
922,13037,75,464,0
116,13038,53,280,0.2
263,13039,71,828,0.1
933,13040,72,505,0.4
865,13041,19,445,0.4
998,13042,61,161,0.2
540,13043,67,426,0.1
661,13044,15,680,0
341,13045,27,792,0.2
638,13046,40,779,0.3
469,13047,40,65,0.1
305,13048,90,835,0.3
894,13049,83,986,0.1
36,13050,97,653,0.1
214,13051,45,28,0.1
250,13052,21,782,0.3
521,13053,62,562,0
642,13054,85,454,0.3
801,13055,82,187,0.3
473,13056,32,807,0
86,13057,9,702,0.3
806,13058,31,858,0.4
88,13059,35,179,0.4
169,13060,58,155,0.1
331,13061,28,396,0
513,13062,25,814,0.2
169,13063,38,849,0.2
32,13064,85,389,0.2
345,13065,6,690,0
40,13066,94,248,0
515,13067,34,198,0.4
139,13068,57,945,0.3
946,13069,95,66,0.1
746,13070,76,87,0.2
338,13071,7,850,0.1
889,13072,31,994,0.4
466,13073,63,894,0
190,13074,72,769,0
32,13075,68,46,0.2
107,13076,61,649,0.1
965,13077,61,829,0.1
112,13078,65,425,0.4
992,13079,43,332,0.4
113,13080,64,73,0.4
326,13081,6,203,0.4
924,13082,39,961,0.4
579,13083,91,496,0.2
357,13084,69,869,0.3
305,13085,89,683,0.1
773,13086,59,302,0.1
898,13087,54,682,0.3
345,13088,7,173,0.2
784,13089,17,793,0.3
471,13090,79,390,0.4
742,13091,23,283,0
764,13092,4,321,0
155,13093,39,702,0
843,13094,62,82,0
753,13095,42,932,0.4
310,13096,44,256,0.3
794,13097,55,658,0.4
977,13098,59,730,0.3
444,13099,20,495,0.1
933,13100,72,370,0.2
163,13101,44,754,0.2
857,13102,53,488,0.4
894,13103,22,619,0
863,13104,18,452,0.4
953,13105,66,460,0
646,13106,42,944,0
781,13107,61,815,0.1
843,13108,85,249,0.3
920,13109,95,538,0.3
555,13110,37,888,0.3
627,13111,73,844,0.3
276,13112,72,72,0.2
568,13113,84,194,0
891,13114,59,741,0.3
873,13115,52,980,0.1
352,13116,49,162,0.1
762,13117,84,775,0.2
986,13118,74,799,0.3
16,13119,94,974,0.2
645,13120,88,822,0
613,13121,89,809,0.3
428,13122,21,627,0.4
992,13123,97,927,0
205,13124,66,832,0
840,13125,58,345,0.2
609,13126,15,432,0.4
593,13127,24,658,0.4
411,13128,16,359,0
76,13129,12,710,0
765,13130,32,937,0.1
909,13131,2,563,0
10,13132,53,545,0.3
367,13133,50,186,0.3
782,13134,14,809,0.2
569,13135,14,731,0.3
85,13136,11,531,0.4
38,13137,78,902,0.4
360,13138,65,292,0.3
333,13139,91,826,0.1
667,13140,95,704,0.2
638,13141,65,1,0.2
795,13142,49,161,0
204,13143,77,23,0.4
745,13144,88,270,0.3
760,13145,74,638,0
941,13146,74,843,0.3
666,13147,63,142,0.4
979,13148,55,623,0
429,13149,18,122,0.2
842,13150,72,418,0.3
742,13151,95,610,0.4
557,13152,49,662,0
356,13153,80,670,0.1
767,13154,72,214,0.3
954,13155,35,729,0.1
981,13156,81,162,0.2
317,13157,87,839,0.3
721,13158,68,734,0.4
586,13159,45,579,0.4
653,13160,36,977,0.3
554,13161,42,305,0.4
655,13162,36,473,0.1
827,13163,11,104,0.1
870,13164,47,242,0
851,13165,10,164,0.3
471,13166,45,913,0.3
701,13167,44,5,0
775,13168,50,860,0.4
500,13169,35,57,0.1
384,13170,76,778,0
539,13171,100,372,0.3
379,13172,72,979,0.4
67,13173,100,57,0.2
691,13174,74,642,0.2
226,13175,3,233,0.1
719,13176,56,348,0.3
36,13177,17,449,0.3
779,13178,47,995,0.4
408,13179,42,421,0.2
969,13180,72,627,0
764,13181,26,970,0.4
673,13182,38,872,0.1
473,13183,24,455,0.3
699,13184,71,890,0
962,13185,21,25,0
531,13186,36,118,0.3
770,13187,40,113,0.3
822,13188,39,530,0.1
8,13189,98,853,0.1
665,13190,29,370,0.4
353,13191,17,7,0.1
403,13192,31,208,0.3
862,13193,4,296,0.3
818,13194,12,168,0.3
986,13195,18,102,0.4
850,13196,60,509,0.2
167,13197,48,319,0.1
94,13198,90,821,0.2
395,13199,29,848,0.3
205,13200,41,101,0.1
697,13201,65,468,0.2
346,13202,28,563,0.2
36,13203,27,126,0.4
296,13204,95,948,0.3
837,13205,39,472,0.4
361,13206,89,388,0.2
686,13207,88,549,0.2
546,13208,11,524,0.2
323,13209,79,935,0.4
758,13210,52,35,0
612,13211,25,718,0.3
116,13212,41,729,0.1
842,13213,3,285,0.4
900,13214,5,463,0.3
200,13215,15,63,0.4
368,13216,59,38,0.4
211,13217,32,759,0.2
781,13218,100,53,0.1
401,13219,92,567,0.1
64,13220,95,945,0.4
489,13221,31,159,0.1
483,13222,93,624,0.2
679,13223,40,72,0.2
715,13224,40,414,0.4
231,13225,83,230,0.2
239,13226,35,718,0.2
985,13227,50,183,0.2
548,13228,69,72,0.3
562,13229,52,460,0.3
378,13230,5,877,0.3
22,13231,74,500,0.2
261,13232,22,970,0.4
868,13233,20,757,0.3
304,13234,30,624,0.4
467,13235,9,160,0
386,13236,43,100,0
715,13237,71,732,0.2
82,13238,59,658,0.1
249,13239,37,368,0.2
291,13240,96,990,0.4
318,13241,58,389,0.1
771,13242,7,25,0.1
461,13243,74,727,0.3
618,13244,19,364,0
207,13245,41,375,0.3
322,13246,26,733,0.3
342,13247,28,409,0.4
595,13248,26,267,0.4
744,13249,44,567,0.2
10,13250,45,910,0
777,13251,42,452,0.4
647,13252,85,245,0
802,13253,54,153,0.3
661,13254,92,404,0.4
942,13255,80,250,0
141,13256,17,132,0.1
723,13257,29,870,0.4
602,13258,100,911,0.2
430,13259,79,870,0.3
700,13260,99,573,0.4
247,13261,89,124,0
224,13262,12,615,0.3
864,13263,55,110,0.1
434,13264,16,668,0.3
689,13265,16,789,0.3
265,13266,3,236,0
846,13267,28,987,0.3
401,13268,69,135,0.4
977,13269,29,896,0.4
598,13270,39,788,0.4
297,13271,50,169,0.2
509,13272,20,125,0.2
63,13273,81,855,0.1
681,13274,69,354,0.2
947,13275,24,660,0.1
225,13276,78,986,0.2
811,13277,46,642,0.4
111,13278,100,211,0.4
75,13279,16,790,0.3
366,13280,55,511,0.3
294,13281,23,521,0.2
392,13282,19,134,0.1
157,13283,53,867,0.4
150,13284,70,258,0.3
618,13285,22,826,0.2
219,13286,76,910,0
148,13287,15,796,0.1
764,13288,35,121,0.2
234,13289,14,95,0.4
578,13290,54,500,0.4
725,13291,46,625,0.3
198,13292,48,366,0.3
507,13293,14,854,0.2
29,13294,18,139,0.2
982,13295,8,707,0.4
456,13296,35,777,0.1
840,13297,19,512,0.4
848,13298,35,97,0.1
707,13299,83,567,0
345,13300,58,628,0.2
294,13301,66,152,0.3
31,13302,35,455,0.1
588,13303,6,337,0
425,13304,74,622,0.4
997,13305,53,196,0.3
558,13306,82,525,0.4
972,13307,7,655,0.1
562,13308,45,168,0
562,13309,69,36,0.1
687,13310,72,324,0
849,13311,67,401,0.2
532,13312,46,601,0.1
38,13313,24,770,0
102,13314,81,208,0.4
444,13315,82,377,0.3
344,13316,98,763,0.3
452,13317,3,168,0.1
682,13318,55,517,0.1
549,13319,53,597,0
572,13320,23,810,0.3
873,13321,58,889,0.1
480,13322,55,364,0.4
677,13323,54,103,0.3
87,13324,36,628,0.2
292,13325,55,501,0.3
293,13326,27,526,0.3
325,13327,86,835,0.3
663,13328,76,941,0.2
69,13329,55,357,0
673,13330,2,184,0.3
873,13331,94,628,0.3
210,13332,39,179,0
571,13333,10,357,0.3
671,13334,98,362,0.3
107,13335,74,290,0.1
487,13336,53,674,0.1
275,13337,46,100,0.2
625,13338,76,159,0
381,13339,82,982,0
102,13340,45,361,0.1
402,13341,93,237,0.1
945,13342,86,908,0.4
133,13343,10,399,0.2
666,13344,36,581,0.3
380,13345,86,739,0.1
559,13346,27,836,0.3
841,13347,28,101,0
979,13348,31,772,0.1
263,13349,51,995,0.1
669,13350,41,19,0.1
799,13351,80,608,0.2
546,13352,5,409,0.1
457,13353,4,818,0.3
589,13354,81,486,0.4
684,13355,51,292,0.4
192,13356,33,403,0.3
194,13357,71,928,0.1
699,13358,96,879,0.1
92,13359,67,640,0
320,13360,70,767,0.3
443,13361,52,839,0.1
263,13362,50,704,0.1
163,13363,31,309,0.3
968,13364,55,697,0
981,13365,14,552,0.2
434,13366,95,47,0.4
576,13367,61,723,0.2
560,13368,44,494,0
326,13369,76,523,0.1
232,13370,89,527,0.2
415,13371,63,112,0.2
91,13372,41,220,0.1
975,13373,59,563,0.3
34,13374,82,68,0.3
958,13375,90,449,0.1
539,13376,73,28,0.2
540,13377,34,604,0
218,13378,97,671,0.1
592,13379,76,800,0.3
632,13380,15,51,0.3
43,13381,60,248,0.4
792,13382,73,623,0.1
830,13383,48,686,0
772,13384,84,710,0.3
932,13385,57,365,0.4
510,13386,31,946,0.3
514,13387,91,985,0.4
386,13388,68,530,0.2
775,13389,35,722,0.4
420,13390,66,194,0.3
713,13391,35,12,0.3
242,13392,93,218,0
447,13393,5,47,0
236,13394,54,265,0.1
149,13395,54,689,0
462,13396,9,539,0.4
192,13397,43,540,0.1
54,13398,65,901,0.2
5,13399,70,837,0.1
591,13400,78,33,0.1
182,13401,96,637,0.3
123,13402,68,605,0.4
637,13403,1,855,0.4
926,13404,20,847,0.4
526,13405,8,636,0.3
294,13406,10,503,0.4
161,13407,33,787,0.4
263,13408,62,406,0.1
514,13409,39,138,0.4
792,13410,71,500,0
434,13411,79,926,0.2
989,13412,72,370,0
722,13413,21,856,0.1
138,13414,94,644,0.4
376,13415,72,470,0.3
711,13416,17,677,0
748,13417,25,546,0.3
454,13418,4,909,0
940,13419,17,147,0.2
271,13420,34,738,0.2
166,13421,92,682,0.1
151,13422,69,652,0.2
326,13423,26,437,0.2
704,13424,60,876,0.3
611,13425,83,668,0.2
638,13426,49,226,0.1
117,13427,38,519,0.4
588,13428,91,245,0.3
202,13429,42,250,0
811,13430,42,360,0.1
851,13431,55,514,0.1
242,13432,90,452,0.4
17,13433,80,15,0.1
639,13434,39,255,0.4
235,13435,42,451,0.4
184,13436,91,579,0.3
441,13437,82,706,0.4
429,13438,95,497,0.4
960,13439,37,259,0.4
509,13440,41,616,0.1
608,13441,60,268,0.2
632,13442,52,972,0.1
626,13443,30,954,0.3
542,13444,10,248,0.3
119,13445,32,793,0.4
969,13446,34,128,0.2
489,13447,94,315,0.1
784,13448,94,417,0
219,13449,11,895,0.3
699,13450,72,988,0.3
56,13451,24,654,0.1
131,13452,90,301,0.3
283,13453,4,435,0.1
843,13454,41,697,0.4
34,13455,25,21,0.3
248,13456,89,864,0.1
203,13457,10,591,0.2
648,13458,28,685,0.1
786,13459,49,296,0.3
405,13460,41,730,0.2
145,13461,78,586,0.3
131,13462,62,579,0.1
740,13463,80,258,0.2
566,13464,92,957,0.2
834,13465,84,238,0.1
38,13466,11,34,0.4
405,13467,91,916,0.2
58,13468,19,894,0.4
164,13469,29,345,0
804,13470,96,518,0
853,13471,22,847,0
750,13472,6,601,0
907,13473,21,686,0.3
53,13474,32,595,0.4
787,13475,44,643,0.2
511,13476,32,893,0.2
297,13477,26,780,0
663,13478,3,164,0.2
749,13479,54,810,0
514,13480,4,88,0
675,13481,36,411,0.4
469,13482,80,344,0.3
245,13483,93,612,0.4
415,13484,95,749,0
443,13485,96,164,0.2
104,13486,85,560,0.2
889,13487,79,792,0.2
654,13488,82,573,0
595,13489,42,736,0.4
321,13490,75,233,0.4
459,13491,25,182,0.2
735,13492,89,55,0.1
228,13493,97,227,0.1
767,13494,80,172,0
321,13495,79,920,0.1
609,13496,10,802,0
205,13497,56,697,0.2
317,13498,63,996,0.3
26,13499,48,450,0
346,13500,60,445,0.4
616,13501,86,761,0.1
327,13502,60,583,0.3
501,13503,24,448,0.2
597,13504,21,118,0.3
482,13505,88,529,0.4
730,13506,58,881,0
668,13507,9,409,0.2
953,13508,58,416,0.2
662,13509,22,459,0.3
816,13510,62,341,0
403,13511,67,905,0.2
957,13512,71,273,0.4
335,13513,45,721,0.4
530,13514,6,461,0.1
530,13515,51,400,0.2
934,13516,98,385,0
936,13517,34,741,0
107,13518,17,379,0
546,13519,16,964,0
149,13520,55,877,0.3
816,13521,47,655,0.2
435,13522,15,336,0.4
361,13523,61,679,0.4
888,13524,59,294,0.1
808,13525,61,488,0.2
411,13526,93,273,0.1
515,13527,76,583,0
534,13528,10,856,0.1
36,13529,12,507,0.2
603,13530,54,367,0.2
972,13531,31,189,0.3
131,13532,77,970,0.2
788,13533,21,515,0.4
410,13534,66,336,0
630,13535,85,954,0
574,13536,55,343,0.4
971,13537,46,372,0.3
292,13538,31,330,0.2
820,13539,65,532,0.1
19,13540,63,939,0
984,13541,15,317,0
713,13542,33,292,0.3
516,13543,49,99,0.4
177,13544,34,485,0.3
585,13545,44,910,0.4
962,13546,76,860,0.3
798,13547,3,713,0.2
604,13548,99,138,0.2
898,13549,41,266,0.3
298,13550,75,827,0.1
841,13551,94,596,0.3
146,13552,48,346,0
705,13553,18,140,0.1
586,13554,34,920,0.1
147,13555,8,787,0.2
257,13556,49,458,0.1
353,13557,75,629,0.2
774,13558,29,963,0
453,13559,36,375,0.1
304,13560,76,996,0.3
328,13561,99,480,0.1
663,13562,86,190,0.2
174,13563,82,72,0.3
49,13564,29,781,0
759,13565,39,743,0.4
757,13566,59,789,0.2
208,13567,37,802,0.4
762,13568,32,411,0
814,13569,97,959,0
339,13570,43,769,0
484,13571,12,221,0
944,13572,4,76,0.1
520,13573,77,299,0.3
83,13574,81,458,0.4
957,13575,24,306,0.4
80,13576,97,136,0
347,13577,10,197,0.3
972,13578,66,288,0
986,13579,97,98,0
742,13580,71,399,0.2
920,13581,10,123,0.4
419,13582,64,774,0.4
909,13583,42,244,0.3
150,13584,4,403,0.2
119,13585,67,485,0.2
191,13586,44,345,0.4
336,13587,89,904,0.1
175,13588,83,499,0.4
342,13589,54,633,0.1
776,13590,86,545,0.1
985,13591,33,781,0
302,13592,62,984,0.3
172,13593,90,53,0.3
137,13594,75,670,0.1
872,13595,92,493,0.1
122,13596,48,572,0.1
985,13597,2,827,0.2
217,13598,16,265,0.1
987,13599,63,782,0.3
265,13600,51,469,0.1
549,13601,24,911,0.3
902,13602,46,676,0.2
710,13603,34,540,0.4
339,13604,34,563,0.4
919,13605,74,210,0.1
419,13606,90,816,0
600,13607,38,161,0.4
632,13608,9,198,0.1
345,13609,2,58,0.2
612,13610,18,571,0.4
163,13611,90,635,0.3
336,13612,91,565,0
155,13613,90,918,0
789,13614,55,86,0
159,13615,56,688,0
179,13616,8,184,0.4
234,13617,9,285,0.2
417,13618,10,712,0.2
78,13619,63,300,0.3
859,13620,42,504,0.3
600,13621,99,584,0.1
838,13622,97,245,0.3
706,13623,35,277,0
945,13624,17,651,0.2
622,13625,74,848,0.1
916,13626,4,309,0.4
360,13627,22,210,0.3
649,13628,96,264,0.4
432,13629,1,368,0.3
227,13630,18,383,0.4
104,13631,76,412,0.1
942,13632,8,170,0.4
333,13633,22,598,0.3
383,13634,21,758,0.3
182,13635,2,538,0.1
570,13636,7,723,0.1
964,13637,44,723,0.4
208,13638,76,325,0.2
727,13639,41,387,0.1
149,13640,64,931,0.2
972,13641,88,387,0.4
507,13642,69,651,0.2
912,13643,69,51,0.1
823,13644,60,6,0.2
685,13645,75,765,0.2
239,13646,53,721,0
745,13647,85,523,0
887,13648,62,374,0.4
585,13649,68,486,0.4
24,13650,54,457,0
894,13651,51,386,0.4
984,13652,47,788,0.1
47,13653,54,941,0.4
237,13654,29,24,0
948,13655,65,152,0.1
415,13656,18,551,0.4
567,13657,84,727,0
858,13658,71,237,0
391,13659,79,114,0
38,13660,15,976,0
358,13661,15,724,0.2
153,13662,44,86,0.2
308,13663,75,274,0
694,13664,76,739,0.2
715,13665,2,36,0.3
620,13666,21,182,0
151,13667,42,183,0.3
40,13668,97,620,0.2
960,13669,11,376,0.4
504,13670,26,706,0.4
695,13671,36,920,0.2
14,13672,7,391,0.1
852,13673,95,804,0.1
973,13674,63,917,0.3
869,13675,61,471,0.3
628,13676,76,556,0.2
246,13677,42,641,0.1
772,13678,71,649,0.2
266,13679,98,461,0.1
946,13680,56,229,0.3
772,13681,13,453,0.2
774,13682,76,123,0.1
817,13683,93,981,0.2
965,13684,20,426,0.2
869,13685,32,639,0.2
858,13686,53,730,0.2
800,13687,25,596,0.4
89,13688,14,115,0.2
92,13689,41,290,0.3
164,13690,3,153,0.4
828,13691,84,857,0
83,13692,79,503,0.1
688,13693,10,427,0.3
82,13694,60,610,0.1
866,13695,30,493,0.3
41,13696,11,169,0.2
893,13697,9,874,0.2
282,13698,79,689,0.2
105,13699,37,33,0.3
43,13700,62,446,0
572,13701,34,524,0
752,13702,28,821,0.4
683,13703,22,403,0.2
636,13704,72,903,0.3
166,13705,26,104,0
515,13706,71,539,0.3
740,13707,18,624,0.4
290,13708,23,297,0.4
741,13709,15,34,0
281,13710,56,633,0.2
499,13711,45,998,0.4
982,13712,62,116,0.2
740,13713,89,56,0.2
837,13714,60,551,0.3
336,13715,22,389,0.2
311,13716,96,433,0.1
21,13717,61,773,0.4
834,13718,36,628,0
790,13719,59,307,0.2
145,13720,75,106,0
605,13721,53,532,0
710,13722,53,248,0.4
60,13723,34,243,0
628,13724,2,580,0.4
227,13725,49,255,0.4
672,13726,17,452,0.3
614,13727,34,557,0.3
343,13728,19,144,0.3
950,13729,6,282,0
39,13730,33,287,0.2
1,13731,78,901,0.4
720,13732,84,174,0.4
626,13733,42,203,0.1
767,13734,90,169,0.3
610,13735,29,799,0
604,13736,95,339,0.3
631,13737,12,786,0.3
175,13738,23,91,0
962,13739,68,707,0
132,13740,10,723,0.4
412,13741,93,808,0.1
926,13742,30,753,0.2
782,13743,53,161,0.2
212,13744,14,449,0.2
221,13745,99,505,0
774,13746,56,539,0
619,13747,32,128,0.2
390,13748,25,928,0.1
76,13749,53,346,0.3
596,13750,95,286,0.4
51,13751,54,415,0
99,13752,52,88,0.2
803,13753,98,692,0.4
165,13754,94,735,0.4
121,13755,33,274,0.1
965,13756,4,109,0.2
954,13757,29,570,0.1
717,13758,95,804,0.1
674,13759,19,253,0.4
692,13760,52,638,0.2
421,13761,31,189,0.3
300,13762,81,35,0
204,13763,24,736,0.1
418,13764,52,163,0.4
681,13765,70,179,0.2
848,13766,74,429,0.1
68,13767,7,850,0.2
757,13768,23,353,0.1
799,13769,62,202,0.2
627,13770,37,260,0.4
70,13771,57,364,0.1
921,13772,74,531,0.3
324,13773,73,31,0.3
174,13774,18,116,0
42,13775,100,539,0
592,13776,75,151,0.2
837,13777,1,439,0
926,13778,80,476,0
778,13779,85,150,0
966,13780,86,962,0.3
305,13781,79,536,0.1
268,13782,20,291,0.4
43,13783,1,177,0.1
514,13784,62,45,0.2
539,13785,45,741,0
985,13786,41,8,0.3
32,13787,35,566,0.4
403,13788,14,166,0.4
367,13789,11,723,0.1
191,13790,15,595,0.1
797,13791,85,157,0.3
508,13792,19,192,0.3
370,13793,24,623,0.4
431,13794,53,355,0.4
821,13795,25,351,0.3
407,13796,53,16,0
894,13797,93,4,0
268,13798,69,783,0.2
681,13799,40,57,0.1
159,13800,98,722,0.1
312,13801,99,946,0.3
163,13802,51,266,0.2
549,13803,53,812,0.2
614,13804,5,344,0.3
483,13805,7,970,0.1
453,13806,55,818,0.4
297,13807,78,776,0.1
250,13808,30,885,0
531,13809,69,691,0.1
972,13810,82,276,0.1
21,13811,42,524,0.4
594,13812,8,227,0.2
528,13813,12,850,0.4
339,13814,41,689,0.3
177,13815,33,876,0.4
192,13816,98,867,0.1
28,13817,92,176,0.1
763,13818,63,633,0.4
615,13819,29,826,0.4
604,13820,42,456,0.3
231,13821,97,403,0.1
534,13822,59,301,0.2
328,13823,87,783,0.4
232,13824,86,463,0.3
995,13825,62,612,0.1
3,13826,64,160,0.2
168,13827,26,770,0
483,13828,50,747,0.4
877,13829,21,80,0.1
496,13830,86,81,0.2
842,13831,70,872,0.3
636,13832,82,294,0
686,13833,87,525,0
89,13834,32,412,0
444,13835,58,277,0.4
465,13836,71,734,0.3
906,13837,29,586,0.1
543,13838,82,858,0.2
87,13839,59,842,0.1
256,13840,51,893,0
148,13841,76,752,0
744,13842,77,331,0.3
417,13843,87,820,0.4
412,13844,17,357,0
811,13845,60,632,0
100,13846,48,287,0.3
369,13847,16,978,0.3
39,13848,88,565,0
725,13849,1,711,0.1
734,13850,83,319,0.1
613,13851,83,798,0.3
493,13852,91,425,0.1
424,13853,90,233,0.2
284,13854,3,856,0.2
336,13855,83,760,0.3
409,13856,52,494,0
735,13857,91,711,0.4
940,13858,88,951,0
467,13859,49,565,0
671,13860,48,724,0.3
117,13861,94,68,0
475,13862,33,10,0.1
278,13863,42,148,0.1
640,13864,17,575,0.3
724,13865,37,813,0
707,13866,92,328,0.4
250,13867,75,187,0.4
896,13868,35,203,0.3
340,13869,4,638,0
23,13870,90,429,0.1
622,13871,50,803,0.4
605,13872,42,770,0
213,13873,95,375,0.3
569,13874,51,912,0
100,13875,26,548,0.2
307,13876,19,248,0.2
997,13877,25,994,0.3
376,13878,22,38,0
874,13879,95,134,0.3
430,13880,27,172,0.3
920,13881,79,259,0.3
949,13882,58,203,0.3
905,13883,91,858,0.2
180,13884,75,764,0.4
278,13885,70,162,0.1
85,13886,90,516,0.1
313,13887,74,857,0.2
513,13888,46,606,0.2
562,13889,35,628,0.1
663,13890,82,432,0
597,13891,72,526,0
436,13892,85,447,0.1
374,13893,87,390,0.2
963,13894,19,491,0.1
828,13895,46,77,0.2
655,13896,58,998,0.4
843,13897,56,476,0
259,13898,75,505,0.3
561,13899,6,672,0.2
712,13900,86,623,0
53,13901,46,330,0.2
988,13902,55,328,0.1
450,13903,52,380,0.4
56,13904,50,680,0.4
666,13905,47,419,0
862,13906,59,110,0.2
955,13907,73,797,0.3
952,13908,86,696,0
833,13909,71,567,0.4
667,13910,62,655,0
220,13911,85,789,0
2,13912,42,587,0.2
536,13913,61,877,0.3
281,13914,8,717,0.4
650,13915,17,991,0.1
222,13916,68,676,0
575,13917,54,516,0.2
541,13918,19,883,0
575,13919,20,761,0.1
523,13920,54,993,0.3
311,13921,2,582,0.2
421,13922,74,661,0.4
835,13923,54,885,0
961,13924,93,150,0.4
446,13925,40,232,0.4
613,13926,54,254,0
970,13927,64,756,0
956,13928,27,994,0.3
19,13929,28,460,0
841,13930,45,713,0.3
764,13931,27,407,0.2
915,13932,72,814,0.2
313,13933,65,2,0.3
135,13934,34,242,0.4
456,13935,11,503,0.2
770,13936,8,259,0
718,13937,85,19,0
394,13938,18,434,0.1
89,13939,19,970,0.3
905,13940,77,664,0.3
323,13941,39,594,0.2
151,13942,8,825,0.3
918,13943,24,657,0.3
49,13944,20,11,0.2
945,13945,61,275,0.2
799,13946,43,555,0
823,13947,26,911,0.2
369,13948,97,292,0.2
607,13949,100,18,0.2
566,13950,52,851,0.4
864,13951,1,871,0
900,13952,66,726,0.4
679,13953,76,405,0.1
343,13954,81,710,0
763,13955,5,378,0.3
135,13956,2,544,0
56,13957,16,153,0.3
766,13958,28,401,0.1
693,13959,8,382,0.2
135,13960,99,610,0.1
734,13961,60,574,0.3
5,13962,92,471,0.3
87,13963,70,623,0.3
326,13964,4,280,0.1
548,13965,59,820,0
14,13966,72,845,0.3
180,13967,76,918,0.1
893,13968,93,989,0.4
839,13969,83,150,0.1
344,13970,73,488,0.4
819,13971,9,328,0
187,13972,27,255,0.3
85,13973,63,29,0.3
934,13974,14,719,0.2
875,13975,69,545,0.2
169,13976,30,1,0.4
825,13977,18,406,0
211,13978,97,470,0
155,13979,30,757,0.4
113,13980,20,631,0.2
696,13981,85,397,0.4
574,13982,57,568,0.3
896,13983,10,52,0.3
686,13984,75,921,0.2
250,13985,35,275,0.3
192,13986,53,786,0.3
379,13987,66,449,0.4
337,13988,35,642,0.2
787,13989,14,332,0
10,13990,18,318,0
121,13991,99,920,0
615,13992,95,158,0.1
257,13993,86,573,0.4
410,13994,91,432,0.4
675,13995,10,35,0.1
269,13996,2,515,0.1
927,13997,86,256,0.2
239,13998,67,851,0.4
575,13999,45,703,0.2
994,14000,2,121,0.1
634,14001,99,781,0.2
823,14002,3,323,0.4
975,14003,60,204,0.3
546,14004,4,139,0.4
137,14005,55,21,0
527,14006,58,408,0.2
744,14007,53,80,0
711,14008,23,79,0
105,14009,84,359,0.1
277,14010,58,121,0.2
126,14011,14,731,0.3
836,14012,38,723,0.4
952,14013,26,92,0.2
800,14014,63,792,0.2
885,14015,22,961,0.2
170,14016,11,846,0.3
540,14017,88,629,0.4
648,14018,51,515,0.3
690,14019,18,4,0.1
792,14020,14,547,0.3
862,14021,96,687,0.3
654,14022,35,447,0.3
99,14023,36,943,0.3
272,14024,2,268,0.4
27,14025,100,365,0
803,14026,93,149,0.2
800,14027,41,383,0.2
262,14028,62,507,0.2
730,14029,62,398,0.1
328,14030,57,931,0.2
22,14031,57,648,0.2
149,14032,13,448,0.2
280,14033,10,94,0
849,14034,78,527,0.3
981,14035,78,380,0.1
710,14036,19,288,0.2
658,14037,8,109,0.4
891,14038,75,207,0.4
872,14039,72,784,0.3
450,14040,39,131,0.4
497,14041,8,670,0
277,14042,66,716,0
117,14043,63,943,0.1
476,14044,80,559,0
383,14045,46,797,0.4
948,14046,22,825,0.3
247,14047,20,949,0.2
812,14048,96,525,0
475,14049,86,309,0.4
28,14050,25,926,0.2
574,14051,41,539,0.2
705,14052,39,629,0.4
591,14053,88,297,0.1
969,14054,99,741,0
463,14055,63,392,0.1
107,14056,38,69,0.2
584,14057,8,369,0
511,14058,89,409,0.2
185,14059,92,546,0.2
903,14060,99,88,0.2
922,14061,4,367,0.3
981,14062,44,70,0.4
301,14063,20,269,0.1
606,14064,95,90,0.4
264,14065,99,158,0.1
92,14066,10,925,0.4
299,14067,99,122,0.1
668,14068,45,886,0.4
37,14069,91,383,0.1
438,14070,19,16,0.2
634,14071,41,918,0
318,14072,96,40,0.4
382,14073,50,672,0.3
494,14074,20,853,0.1
752,14075,54,100,0.2
639,14076,45,268,0.4
312,14077,28,542,0.4
812,14078,46,674,0
255,14079,54,26,0
834,14080,10,60,0.1
439,14081,53,424,0.3
181,14082,23,595,0.3
689,14083,79,120,0.1
244,14084,64,132,0.2
839,14085,58,920,0.2
55,14086,17,178,0.1
86,14087,87,871,0.3
444,14088,36,673,0.3
273,14089,25,516,0.2
466,14090,38,495,0.1
506,14091,69,797,0
491,14092,31,338,0.4
828,14093,26,940,0
233,14094,25,134,0.4
693,14095,47,628,0.1
564,14096,79,181,0.4
810,14097,43,434,0.3
923,14098,17,481,0
94,14099,4,383,0
320,14100,39,196,0
227,14101,12,364,0.4
100,14102,9,128,0.2
282,14103,59,790,0
